,userid,condition,iuipcAnswersSorted,iuipcQuestionsSorted,nfcAnswersSorted,nfcQuestionsSorted,ueqAnswersSorted,ueqQuestionsSorted,numeracyAnswers,iuipc,nfc,numeracy,ueq_pragmatic,ueq_hedonic,ueq_total,epsilon_mean,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5
48,41e9378f-e09e-42f4-a890-56dc543ecf1c,c1,"['6', '7', '7', '5', '7', '5', '6', '6', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['2', '6', '6', '7', '7', '6']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 6, 5, 5, 6, 6, 6, 7]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",6.2,5.0,4,5.75,6.0,5.875,22.2,50,7,38,15,1
49,2cbf2765-6968-482a-973e-43c2f26108ea,c2,"['7', '6', '7', '7', '5', '6', '5', '6', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '4', '6', '3', '4', '5']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 5, 6, 6, 6, 5, 5, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['40', '35', '', '']",6.2,3.3333333333333335,1,5.75,5.25,5.5,23.4,50,4,50,11,2
51,545be6f3-aff2-4127-8d0c-b1f5ca0165de,c1,"['6', '7', '7', '7', '5', '5', '5', '5', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '6', '3', '5', '6', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 7, 7, 6, 6, 7, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['30', '65', '', '']",6.1,5.333333333333333,1,6.5,6.5,6.5,42.0,50,10,50,50,50
52,777371e4-617c-42c6-a1a3-5f8507c072f2,c2,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '5', '4', '4', '4', '4']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[4, 4, 4, 4, 4, 4, 4, 4]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '23', '66']",7.0,4.166666666666667,3,4.0,4.0,4.0,41.0,50,30,50,50,25
53,23f4aa87-9f5e-4425-b623-e625acc47b01,c2,"['6', '6', '7', '6', '5', '5', '6', '5', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['2', '7', '2', '4', '6', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 4, 6, 4, 5, 6, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",6.0,5.833333333333333,4,5.5,5.5,5.5,8.2,10,10,10,10,1
54,b3b51d5e-9c6d-4b73-98d1-3a1e1cf9288c,c2,"['5', '5', '7', '5', '4', '5', '6', '6', '6', '5']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['6', '6', '2', '6', '6', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 3, 6, 7, 6, 4, 5, 6]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '46,66', '33']",5.4,5.333333333333333,3,6.0,4.5,5.25,40.0,40,40,40,40,40
55,e315afdf-79be-4841-8e09-edb2e435e1e6,c1,"['6', '5', '5', '6', '5', '4', '5', '4', '5', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '4', '4', '5', '5', '4']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 5, 5, 5, 5, 4, 4, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '30', '', '']",5.1,4.333333333333333,2,5.0,4.5,4.75,50.0,50,50,50,50,50
56,1b76a233-50b9-4436-83ec-959abbae6c71,c1,"['6', '6', '6', '6', '5', '5', '6', '4', '7', '5']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '5', '5', '5', '5', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 6, 6, 5, 6, 5, 5, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '23', '80']",5.6,4.666666666666667,3,5.25,5.5,5.375,7.4,10,9,11,5,2
57,cd80b87f-9a55-4f84-a103-eab46b665800,c2,"['6', '7', '5', '5', '6', '5', '5', '6', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '6', '3', '4', '5', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 5, 2, 1, 5, 4, 5, 2]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",5.8,4.833333333333333,4,2.5,4.75,3.625,27.0,34,20,50,30,1
58,faf70a55-72a6-4608-97eb-1b1d8bd6094b,c2,"['7', '6', '7', '7', '7', '5', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['2', '6', '2', '4', '5', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[4, 6, 4, 4, 6, 6, 5, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",6.7,5.5,4,4.25,5.75,5.0,32.8,50,11,50,16,37
